customer_ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,cluster
EM-13810,33836,CA-2012-113404,16-07-2012,16-07-2012,Same Day,Eleni McCrary,Corporate,San Francisco,California,United States,US,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1348.704,entre 5 y 6,0.2,-219.1644,415.69,Critical,1
CB-12415,33283,CA-2013-147417,26-07-2013,28-07-2013,First Class,Christy Brittain,Consumer,Columbus,Ohio,United States,US,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,entre 3 y 4,0.4,191.9968,408.79,Critical,1
PS-19045,34570,CA-2014-133865,09-05-2014,13-05-2014,Standard Class,Penelope Sewall,Home Office,Los Angeles,California,United States,US,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,entre 5 y 6,0.2,1049.985,400.6,High,1
JA-15970,33100,CA-2014-158379,23-09-2014,27-09-2014,Second Class,Joseph Airdo,Consumer,Philadelphia,Pennsylvania,United States,US,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,entre 7 y 8,0.2,-1049.3406,400.04,Medium,1
PK-19075,40567,US-2014-102183,22-08-2014,29-08-2014,Standard Class,Pete Kriz,Consumer,New York City,New York,United States,US,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4305.552,entre 5 y 6,0.2,1453.1238,398.64,Medium,1
JK-15640,34866,CA-2014-168109,04-07-2014,04-07-2014,Same Day,Jim Kriz,Home Office,Seattle,Washington,United States,US,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,2395.2,entre 5 y 6,0.2,209.58,396.92,High,1
CD-11920,35687,CA-2014-111556,21-11-2014,23-11-2014,First Class,Carlos Daly,Consumer,New York City,New York,United States,US,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,entre 3 y 4,0.0,327.5922,394.57,Critical,1
TW-21025,38178,CA-2012-137113,01-12-2012,05-12-2012,Second Class,Tamara Willingham,Home Office,Seattle,Washington,United States,US,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,1913.4,entre 9 y 10,0.0,401.814,386.21,High,1
SB-20290,31559,US-2011-106992,19-09-2011,21-09-2011,Second Class,Sean Braxton,Corporate,Houston,Texas,United States,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,entre 3 y 4,0.4,-509.997,380.77,Medium,1
JK-15640,34867,CA-2014-168109,04-07-2014,04-07-2014,Same Day,Jim Kriz,Home Office,Seattle,Washington,United States,US,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,entre 3 y 4,0.0,742.632,379.56,High,1
PF-19225,33773,CA-2013-114972,04-11-2013,07-11-2013,First Class,Phillip Flathmann,Consumer,Los Angeles,California,United States,US,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,entre 3 y 4,0.0,429.5772,364.76,Critical,1
TG-21310,33536,CA-2013-146633,16-11-2013,18-11-2013,Second Class,Toby Gnade,Consumer,Los Angeles,California,United States,US,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,entre 1 y 2,0.2,381.297,363.87,Critical,1
YC-21895,32050,CA-2013-110499,08-04-2013,10-04-2013,First Class,Yoseph Carroll,Corporate,San Francisco,California,United States,US,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,entre 3 y 4,0.2,374.9925,363.78,High,1
DL-13495,33831,US-2014-117723,16-08-2014,19-08-2014,Second Class,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,United States,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,entre 5 y 6,0.2,-337.806,356.88,High,1
HM-14860,40287,US-2012-128587,24-12-2012,30-12-2012,Standard Class,Harry Marie,Corporate,Springfield,Missouri,United States,US,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899.93,entre 7 y 8,0.0,2302.9671,350.09,Medium,1
RH-19495,32299,CA-2012-124891,31-07-2012,31-07-2012,Same Day,Rick Hansen,Consumer,New York City,New York,United States,US,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,entre 7 y 8,0.4,-290.8752,348.18,Critical,1
RB-19795,32246,US-2014-110576,29-11-2014,03-12-2014,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,United States,US,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,entre 11 y 12,0.4,-619.596,344.98,High,1
SC-20260,33650,CA-2012-111514,31-08-2012,02-09-2012,First Class,Scott Cohen,Corporate,San Francisco,California,United States,US,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,entre 7 y 8,0.15,200.9546,343.97,High,1
BD-11500,39609,US-2014-105935,27-01-2014,01-02-2014,Standard Class,Bradley Drucker,Consumer,Columbus,Georgia,United States,US,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93,entre 7 y 8,0.0,764.3818,343.25,High,1
WB-21850,36004,CA-2014-138149,30-06-2014,01-07-2014,First Class,William Brown,Consumer,Los Angeles,California,United States,US,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,entre 5 y 6,0.2,302.373,337.16,High,1
MS-17365,40946,CA-2013-107104,27-11-2013,01-12-2013,Standard Class,Maribeth Schnelling,Consumer,Los Angeles,California,United States,US,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.664,entre 7 y 8,0.15,160.3136,335.64,Medium,1
RM-19675,35916,CA-2014-145219,25-12-2014,26-12-2014,First Class,Robert Marley,Home Office,Los Angeles,California,United States,US,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,entre 5 y 6,0.2,1007.9832,334.15,Critical,1
SM-20950,35352,CA-2011-122931,29-09-2011,03-10-2011,Standard Class,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,United States,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,entre 5 y 6,0.2,-337.806,324.93,High,1
RB-19705,40875,CA-2014-152975,15-09-2014,17-09-2014,First Class,Roger Barcio,Home Office,New York City,New York,United States,US,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,entre 3 y 4,0.0,323.955,319.04,High,1
MP-17470,31486,CA-2012-102281,12-10-2012,14-10-2012,First Class,Mark Packer,Home Office,New York City,New York,United States,US,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,entre 3 y 4,0.2,112.392,314.38,Critical,1
TB-21625,39309,CA-2014-120138,26-05-2014,26-05-2014,Same Day,Trudy Brown,Consumer,New York City,New York,United States,US,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663.92,entre 5 y 6,0.2,207.475,314.27,Critical,1
LW-17215,40722,CA-2011-116246,12-09-2011,17-09-2011,Second Class,Luke Weiss,Consumer,New York City,New York,United States,US,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.292,entre 5 y 6,0.1,420.588,309.69,Medium,1
KH-16690,38880,CA-2011-163223,21-03-2011,25-03-2011,Standard Class,Kristen Hastings,Corporate,Springfield,Virginia,United States,US,South,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3499.93,entre 7 y 8,0.0,909.9818,305.29,Medium,1
CM-12655,34592,CA-2014-113418,02-10-2014,04-10-2014,First Class,Corinna Mitchell,Home Office,New York City,New York,United States,US,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,entre 11 y 12,0.0,767.2005,291.68,High,1
CJ-12010,33479,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,Caroline Jumper,Consumer,New York City,New York,United States,US,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,entre 5 y 6,0.0,1159.9855,286.44,Medium,1
TS-21370,34352,US-2012-100377,28-08-2012,01-09-2012,Standard Class,Todd Sumrall,Corporate,Chicago,Illinois,United States,US,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,entre 5 y 6,0.2,874.9875,286.3,Medium,1
MW-18235,34595,CA-2014-136308,17-11-2014,17-11-2014,Same Day,Mitch Willingham,Corporate,San Francisco,California,United States,US,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,entre 3 y 4,0.2,215.9973,282.43,High,1
NM-18445,31615,CA-2011-164973,04-11-2011,09-11-2011,Standard Class,Nathan Mautz,Home Office,New York City,New York,United States,US,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,entre 1 y 2,0.0,1995.99,276.89,High,1
KT-16480,40096,CA-2011-116666,08-05-2011,10-05-2011,First Class,Kean Thornton,Consumer,Philadelphia,Pennsylvania,United States,US,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1799.97,entre 5 y 6,0.4,239.996,276.7,Medium,1
JS-15880,32310,US-2012-126214,21-12-2012,24-12-2012,Second Class,John Stevenson,Consumer,Seattle,Washington,United States,US,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,entre 13 y 14,0.0,356.0414,275.6,High,1
SG-20470,32859,US-2014-102890,01-07-2014,01-07-2014,Same Day,Sheri Gordon,Consumer,New York City,New York,United States,US,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,entre 5 y 6,0.4,-295.9785,271.32,High,1
TT-21070,36162,CA-2014-122490,14-11-2014,19-11-2014,Standard Class,Ted Trevino,Consumer,Seattle,Washington,United States,US,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,entre 5 y 6,0.2,150.294,269.03,Medium,1
SC-20230,38165,US-2013-126452,22-08-2013,29-08-2013,Standard Class,Scot Coram,Corporate,Los Angeles,California,United States,US,West,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,entre 9 y 10,0.2,180.441,268.1,Low,1
NC-18415,36607,CA-2014-131254,20-11-2014,22-11-2014,First Class,Nathan Cano,Consumer,Houston,Texas,United States,US,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,entre 5 y 6,0.8,-2287.782,263.47,High,1
CP-12085,37917,US-2014-167402,14-01-2014,19-01-2014,Second Class,Cathy Prescott,Corporate,Springfield,Missouri,United States,US,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,entre 5 y 6,0.0,83.281,262.42,Medium,1
PP-18955,36923,CA-2011-126683,29-09-2011,01-10-2011,Second Class,Paul Prost,Home Office,Seattle,Washington,United States,US,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,entre 9 y 10,0.0,399.2994,259.81,High,1
RW-19690,34064,CA-2014-167752,16-01-2014,19-01-2014,First Class,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,United States,US,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,entre 7 y 8,0.2,312.676,259.62,High,1
TB-21625,40585,US-2014-165456,01-12-2014,04-12-2014,First Class,Trudy Brown,Consumer,Philadelphia,Pennsylvania,United States,US,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,entre 5 y 6,0.3,-15.4188,258.42,Critical,1
IM-15055,41226,CA-2013-129630,05-09-2013,05-09-2013,Same Day,Ionia McGrath,Consumer,San Francisco,California,United States,US,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,entre 5 y 6,0.2,944.9865,253.33,High,1
TS-21610,33554,CA-2014-105214,17-06-2014,20-06-2014,First Class,Troy Staebel,Consumer,San Francisco,California,United States,US,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,entre 7 y 8,0.2,90.972,251.88,Medium,1
ED-13885,40353,CA-2012-160227,02-11-2012,04-11-2012,First Class,Emily Ducich,Home Office,New York City,New York,United States,US,East,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,2621.322,entre 11 y 12,0.1,553.3902,243.77,Medium,1
CR-12580,39294,US-2014-105998,04-11-2014,06-11-2014,First Class,Clay Rozendal,Home Office,San Diego,California,United States,US,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1673.184,entre 11 y 12,0.2,20.9148,242.63,Medium,1
TB-21520,31324,US-2012-150630,17-09-2012,21-09-2012,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,United States,US,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,entre 7 y 8,0.5,-1665.0522,242.6,Medium,1
EN-13780,33899,CA-2013-165848,05-06-2013,05-06-2013,Same Day,Edward Nazzal,Consumer,New York City,New York,United States,US,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,entre 3 y 4,0.0,364.4595,240.11,High,1
EB-13840,41154,CA-2012-164301,26-03-2012,30-03-2012,Standard Class,Ellis Ballard,Corporate,Seattle,Washington,United States,US,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3393.68,entre 7 y 8,0.0,610.8624,240.06,Medium,1
CC-12610,34781,CA-2011-124688,27-08-2011,29-08-2011,First Class,Corey Catlett,Corporate,Springfield,Virginia,United States,US,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,entre 3 y 4,0.0,300.735,237.41,Critical,1
JD-16150,34740,CA-2014-168858,20-11-2014,24-11-2014,Standard Class,Justin Deggeller,Corporate,New York City,New York,United States,US,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,entre 7 y 8,0.0,626.185,235.83,High,1
MG-17680,39111,US-2014-109316,09-06-2014,11-06-2014,First Class,Maureen Gastineau,Home Office,Los Angeles,California,United States,US,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,entre 1 y 2,0.15,140.9568,231.11,Medium,1
PK-19075,36756,CA-2014-116680,05-09-2014,07-09-2014,Second Class,Pete Kriz,Consumer,San Francisco,California,United States,US,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,entre 7 y 8,0.2,92.392,227.79,High,1
SU-20665,36865,CA-2014-157966,14-03-2014,14-03-2014,Same Day,Stephanie Ulpright,Home Office,Chicago,Illinois,United States,US,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,entre 1 y 2,0.2,335.9944,227.5,Critical,1
SG-20605,33688,US-2012-127040,06-12-2012,10-12-2012,Standard Class,Speros Goranitis,Consumer,New York City,New York,United States,US,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,entre 9 y 10,0.0,97.1946,223.31,High,1
MA-17560,35497,CA-2012-143105,10-12-2012,10-12-2012,Same Day,Matt Abelman,Home Office,New York City,New York,United States,US,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,799.984,entre 1 y 2,0.2,249.995,223.13,High,1
DH-13075,41222,CA-2012-159534,20-03-2012,23-03-2012,First Class,Dave Hallsten,Corporate,New York City,New York,United States,US,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1087.936,entre 7 y 8,0.2,353.5792,221.62,High,1
HW-14935,34809,CA-2014-140326,05-09-2014,07-09-2014,First Class,Helen Wasserman,Corporate,Chicago,Illinois,United States,US,Central,FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,entre 9 y 10,0.3,-117.882,219.28,Critical,1
JE-15715,39568,CA-2013-169670,26-12-2013,01-01-2014,Standard Class,Joe Elijah,Consumer,New York City,New York,United States,US,East,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2563.056,entre 7 y 8,0.1,313.2624,219.15,Medium,1
EK-13795,37448,CA-2011-111871,18-03-2011,21-03-2011,Second Class,Eileen Kiefer,Home Office,San Francisco,California,United States,US,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,entre 9 y 10,0.15,70.49,218.62,Critical,1
NM-18520,36722,CA-2013-153598,04-12-2013,07-12-2013,First Class,Neoma Murray,Consumer,Los Angeles,California,United States,US,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,entre 5 y 6,0.0,659.98,217.29,High,1
CM-12385,40787,CA-2014-111738,04-01-2014,08-01-2014,Standard Class,Christopher Martinez,Consumer,San Francisco,California,United States,US,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.272,entre 7 y 8,0.2,682.5168,215.83,Medium,1
TW-21025,38176,CA-2012-137113,01-12-2012,05-12-2012,Second Class,Tamara Willingham,Home Office,Seattle,Washington,United States,US,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2003.92,entre 5 y 6,0.2,125.245,215.68,High,1
PJ-18835,33732,CA-2012-154746,14-11-2012,17-11-2012,First Class,Patrick Jones,Corporate,Springfield,Virginia,United States,US,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,entre 3 y 4,0.0,322.1829,215.64,Critical,1
CC-12220,37736,CA-2011-166891,04-10-2011,06-10-2011,First Class,Chris Cortes,Consumer,New York City,New York,United States,US,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,entre 5 y 6,0.1,-6.549,214.81,Critical,1
TS-21370,37637,CA-2014-143112,06-10-2014,10-10-2014,Standard Class,Todd Sumrall,Corporate,New York City,New York,United States,US,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,entre 3 y 4,0.0,1351.9896,212.76,Medium,1
BP-11185,40232,CA-2014-130036,28-08-2014,28-08-2014,Same Day,Ben Peterman,Corporate,Philadelphia,Pennsylvania,United States,US,East,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,1119.888,entre 13 y14,0.2,209.979,212.12,Critical,1
AS-10090,34756,CA-2014-136448,17-09-2014,19-09-2014,First Class,Adam Shillingsburg,Consumer,Philadelphia,Pennsylvania,United States,US,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194,entre 1 y 2,0.7,-412.6154,209.3,Critical,1
SB-20290,31560,US-2011-106992,19-09-2011,21-09-2011,Second Class,Sean Braxton,Corporate,Houston,Texas,United States,US,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,entre 7 y 8,0.4,-251.9958,208.09,Medium,1
AC-10615,33250,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,Ann Chong,Corporate,New York City,New York,United States,US,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,entre 5 y 6,0.1,213.735,206.87,High,1
YS-21880,37506,CA-2014-119809,19-08-2014,26-08-2014,Standard Class,Yana Sorensen,Corporate,Seattle,Washington,United States,US,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.528,entre 9 y 10,0.2,942.8157,203.72,Medium,1
CM-12655,37413,US-2013-113677,14-11-2013,20-11-2013,Standard Class,Corinna Mitchell,Home Office,New York City,New York,United States,US,East,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,2279.96,entre 3 y 4,0.0,592.7896,202.77,Medium,1
JK-16120,34801,CA-2013-150945,19-12-2013,21-12-2013,Second Class,Julie Kriz,Home Office,New York City,New York,United States,US,East,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,entre 3 y 4,0.0,117.0104,195.54,Critical,1
RS-19765,35007,CA-2014-113670,16-10-2014,18-10-2014,First Class,Roland Schwarz,Corporate,Los Angeles,California,United States,US,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,entre 3 y 4,0.2,6.378,195.43,Critical,1
DB-13615,31632,CA-2012-137946,01-09-2012,04-09-2012,Second Class,Doug Bickford,Consumer,Los Angeles,California,United States,US,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,entre 1 y 2,0.2,335.9944,193.89,Critical,1
